Symbol,Company Name,Security Type,Security Price,Market Capitalization,Sector,Industry,Sub-Industry
CFFN,Capitol Federal Financial Inc,Common Stock,12.82,$1.74B,Financials,Thrifts & Mortgage Finance,Thrifts & Mortgage Finance
AMTI,Applied Molecular Transport Inc,Common Stock,49.51,$1.74B,Health Care,Biotechnology,Biotechnology
OTTR,Otter Tail Corp,Common Stock,42.17,$1.73B,Utilities,Electric Utilities,Electric Utilities
AZRE,Azure Power Global Ltd,Common Stock,35.92,$1.73B,Utilities,Independent Power and Renewable Electricity Producers,Renewable Electricity
KAI,Kadant Inc.,Common Stock,150.26,$1.73B,Industrials,Machinery,Industrial Machinery
CATM,Cardtronics plc,Common Stock,38.82,$1.73B,Information Technology,IT Services,Data Processing & Outsourced Services
CRS,Carpenter Technology Corp,Common Stock,35.87,$1.72B,Materials,Metals & Mining,Steel
NWBI,Northwest Bancshares Inc,Common Stock,13.55,$1.72B,Financials,Thrifts & Mortgage Finance,Thrifts & Mortgage Finance
SBH,Sally Beauty Holdings Inc,Common Stock,15.29,$1.72B,Consumer Discretionary,Specialty Retail,Specialty Stores
KALU,Kaiser Aluminum Corp,Common Stock,108.28,$1.72B,Materials,Metals & Mining,Aluminum
VCRA,Vocera Communications Inc,Common Stock,52.92,$1.72B,Health Care,Health Care Technology,Health Care Technology
BDRAF,Bombardier Inc,Common Stock,0.7092,$1.71B,Industrials,Aerospace & Defense,Aerospace & Defense
REPL,Replimune Group Inc,Common Stock,36.89,$1.71B,Health Care,Biotechnology,Biotechnology
CPG,Crescent Point Energy Corp,Common Stock,3.23,$1.71B,Energy,"Oil, Gas & Consumable Fuels",Oil & Gas Exploration & Production
KRO,Kronos Worldwide Inc,Common Stock,14.78,$1.71B,Materials,Chemicals,Commodity Chemicals
SPNS,Sapiens International Corp NV,Common Stock,33.98,$1.71B,Information Technology,Software,Application Software
SLP,Simulations Plus Inc,Common Stock,85.47,$1.71B,Health Care,Health Care Technology,Health Care Technology
CPK,Chesapeake Utilities Corp.,Common Stock,101.89,$1.70B,Utilities,Gas Utilities,Gas Utilities
VCTR,Victory Capital Holdings Inc,Common Stock,25.04,$1.70B,Financials,Capital Markets,Asset Management & Custody Banks
ATSG,Air Transport Services Group Inc,Common Stock,28.51,$1.70B,Industrials,Air Freight & Logistics,Air Freight & Logistics
SASR,Sandy Spring Bancorp Inc,Common Stock,36.06,$1.70B,Financials,Banks,Regional Banks
TBK,Triumph Bancorp Inc,Common Stock,67.84,$1.69B,Financials,Banks,Regional Banks
SYKE,Sykes Enterprises Inc,Common Stock,42.86,$1.69B,Information Technology,IT Services,Data Processing & Outsourced Services
BCRX,BioCryst Pharmaceuticals Inc,Common Stock,9.575,$1.69B,Health Care,Biotechnology,Biotechnology
GTN-A,Gray Television Inc.,Common Stock,17.55,$1.69B,Communication Services,Media,Broadcasting
BGCP,BGC Partners Inc,Common Stock,4.675,$1.69B,Financials,Capital Markets,Investment Banking & Brokerage
OSIS,OSI Systems Inc,Common Stock,93.89,$1.68B,Information Technology,"Electronic Equipment, Instruments & Components",Electronic Equipment & Instruments
CSVI,Computer Services Inc,Common Stock,61,$1.68B,Information Technology,IT Services,Data Processing & Outsourced Services
MAXN,Maxeon Solar Technologies Ltd,Common Stock,50.17,$1.68B,Information Technology,Semiconductors & Semiconductor Equipment,Semiconductors
HY,Hyster-Yale Materials Handling Inc,Common Stock,99.65,$1.67B,Industrials,Machinery,Industrial Machinery
ALEC,Alector Inc,Common Stock,21.055,$1.67B,Health Care,Biotechnology,Biotechnology
HRTX,Heron Therapeutics Inc,Common Stock,18.34,$1.67B,Health Care,Biotechnology,Biotechnology
OCGN,Ocugen Inc,Common Stock,10.273,$1.67B,Health Care,Biotechnology,Biotechnology
IAG,IAMGold Corp,Common Stock,3.51,$1.66B,Materials,Metals & Mining,Gold
QURE,UniQure NV,Common Stock,37.34,$1.66B,Health Care,Biotechnology,Biotechnology
UIS,Unisys Corp,Common Stock,26.3,$1.66B,Information Technology,IT Services,IT Consulting & Other Services
EVH,Evolent Health Inc,Common Stock,19.65,$1.65B,Health Care,Health Care Technology,Health Care Technology
DK,Delek US Holdings Inc,Common Stock,22.43,$1.65B,Energy,"Oil, Gas & Consumable Fuels",Oil & Gas Refining & Marketing
BV,BrightView Holdings Inc,Common Stock,15.71,$1.65B,Industrials,Commercial Services & Supplies,Environmental & Facilities Services
MGY,Magnolia Oil & Gas Corp,Common Stock,9.93,$1.64B,Energy,"Oil, Gas & Consumable Fuels",Oil & Gas Exploration & Production
CNST,Constellation Pharmaceuticals Inc,Common Stock,34.57,$1.64B,Health Care,Biotechnology,Biotechnology
AMWD,American Woodmark Corp,Common Stock,96.58,$1.64B,Industrials,Building Products,Building Products
PRAA,PRA Group Inc,Common Stock,35.96,$1.64B,Financials,Consumer Finance,Consumer Finance
WPRT,Westport Fuel Systems Inc,Common Stock,11.93,$1.63B,Industrials,Machinery,Construction Machinery & Heavy Trucks
NTB,Bank Butterfield & Son Ltd,Common Stock,33.08,$1.63B,Financials,Banks,Diversified Banks
TGCDF,Teranga Gold Corp,Common Stock,9.7496,$1.63B,Materials,Metals & Mining,Gold
BLNK,Blink Charging Co,Common Stock,51.43,$1.63B,Consumer Discretionary,Specialty Retail,Automotive Retail
SRRK,Scholar Rock Holding Corp,Common Stock,54.29,$1.63B,Health Care,Biotechnology,Biotechnology
ESTA,Establishment Labs Holdings Inc,Common Stock,69.165,$1.63B,Health Care,Health Care Equipment & Supplies,Health Care Supplies
KEN,Kenon Holdings Ltd,Common Stock,30.1,$1.62B,Utilities,Independent Power and Renewable Electricity Producers,Independent Power Producers & Energy Traders
GNMK,GenMark Diagnostics Inc,Common Stock,22.75,$1.62B,Health Care,Health Care Equipment & Supplies,Health Care Equipment
BCAB,Bioatla Inc,Common Stock,50.83,$1.62B,Health Care,Biotechnology,Biotechnology
LKFN,Lakeland Financial Corp,Common Stock,64.2,$1.62B,Financials,Banks,Regional Banks
SMCI,Super Micro Computer Inc,Common Stock,31.92,$1.62B,Information Technology,"Technology Hardware, Storage & Peripherals","Technology Hardware, Storage & Peripherals"
CWH,Camping World Holdings Inc,Common Stock,37.73,$1.61B,Consumer Discretionary,Specialty Retail,Automotive Retail
DCBO,Docebo Inc,Common Stock,55.34,$1.61B,Information Technology,Software,Application Software
SUPN,Supernus Pharmaceuticals Inc,Common Stock,30.57,$1.61B,Health Care,Pharmaceuticals,Pharmaceuticals
MHO,M/I Homes Inc,Common Stock,55.92,$1.61B,Consumer Discretionary,Household Durables,Homebuilding
PNTG,Pennant Group Inc (The),Common Stock,56.99,$1.61B,Health Care,Health Care Providers & Services,Health Care Facilities
PAGP,Plains GP Holdings LP,Common Stock,8.5678,$1.60B,Energy,"Oil, Gas & Consumable Fuels",Oil & Gas Storage & Transportation
LASR,nLIGHT Inc,Common Stock,40.72,$1.60B,Information Technology,"Electronic Equipment, Instruments & Components",Electronic Equipment & Instruments
HOME,At Home Group Inc,Common Stock,24.74,$1.60B,Consumer Discretionary,Specialty Retail,Homefurnishing Retail
HMN,Horace Mann Educators Corp,Common Stock,38.7,$1.60B,Financials,Insurance,Multi-line Insurance
IRWD,Ironwood Pharmaceuticals Inc,Common Stock,9.99,$1.60B,Health Care,Biotechnology,Biotechnology
PI,Impinj Inc,Common Stock,69.35,$1.60B,Information Technology,Semiconductors & Semiconductor Equipment,Semiconductors
EB,Eventbrite Inc,Common Stock,17.4,$1.59B,Communication Services,Interactive Media & Services,Interactive Media & Services
JRVR,James River Group Holdings Ltd,Common Stock,51.91,$1.59B,Financials,Insurance,Property & Casualty Insurance
BSIG,Brightsphere Investment Group Inc,Common Stock,19.84,$1.59B,Financials,Capital Markets,Asset Management & Custody Banks
DLX,Deluxe Corp,Common Stock,37.84,$1.59B,Industrials,Commercial Services & Supplies,Commercial Printing
MBUU,Malibu Boats Inc,Common Stock,76.56,$1.59B,Consumer Discretionary,Leisure Products,Leisure Products
WABC,Westamerica Bancorporation,Common Stock,59.24,$1.59B,Financials,Banks,Regional Banks
HNI,HNI Corp,Common Stock,37.1,$1.58B,Industrials,Commercial Services & Supplies,Office Services & Supplies
SCS,Steelcase Inc.,Common Stock,13.79,$1.58B,Industrials,Commercial Services & Supplies,Office Services & Supplies
KRON,Kronos Bio Inc,Common Stock,29.83,$1.58B,Health Care,Biotechnology,Biotechnology
FMTX,Forma Therapeutics Holdings Inc,Common Stock,38.49,$1.58B,Health Care,Biotechnology,Biotechnology
TUP,Tupperware Brands Corp,Common Stock,32.11,$1.58B,Consumer Discretionary,Household Durables,Housewares & Specialties
EBIX,Ebix Inc,Common Stock,51.5,$1.57B,Information Technology,Software,Application Software
SYX,Systemax Inc.,Common Stock,41.96,$1.57B,Industrials,Trading Companies & Distributors,Trading Companies & Distributors
PSNL,Personalis Inc,Common Stock,40.42,$1.57B,Health Care,Life Sciences Tools & Services,Life Sciences Tools & Services
NMRK,Newmark Group Inc,Common Stock,8.72,$1.57B,Real Estate,Real Estate Management & Development,Real Estate Services
ANF,Abercrombie & Fitch Co.,Common Stock,25.1,$1.57B,Consumer Discretionary,Specialty Retail,Apparel Retail
WDR,Waddell & Reed Financial Inc.,Common Stock,25.08,$1.56B,Financials,Capital Markets,Asset Management & Custody Banks
CYTK,Cytokinetics Inc,Common Stock,22.13,$1.56B,Health Care,Biotechnology,Biotechnology
ICFI,ICF International Inc,Common Stock,82.73,$1.56B,Industrials,Professional Services,Research & Consulting Services
CDXS,Codexis Inc,Common Stock,26.32,$1.56B,Health Care,Life Sciences Tools & Services,Life Sciences Tools & Services
XPEL,XPEL Inc,Common Stock,56.37,$1.56B,Consumer Discretionary,Auto Components,Auto Parts & Equipment
NPO,EnPro Industries Inc.,Common Stock,75.76,$1.56B,Industrials,Machinery,Industrial Machinery
CEVA,Ceva Inc,Common Stock,69.87,$1.55B,Information Technology,Semiconductors & Semiconductor Equipment,Semiconductors
PBI,Pitney Bowes Inc.,Common Stock,9.02,$1.55B,Industrials,Commercial Services & Supplies,Office Services & Supplies
UNFI,United Natural Foods Inc,Common Stock,27.62,$1.55B,Consumer Staples,Food & Staples Retailing,Food Distributors
KAMN,Kaman Corp,Common Stock,55.98,$1.55B,Industrials,Aerospace & Defense,Aerospace & Defense
CLB,Core Laboratories NV,Common Stock,34.73,$1.55B,Energy,Energy Equipment & Services,Oil & Gas Equipment & Services
ARGO,Argo Group International Holdings Ltd,Common Stock,44.65,$1.55B,Financials,Insurance,Property & Casualty Insurance
NBTB,NBT Bancorp Inc,Common Stock,35.49,$1.55B,Financials,Banks,Regional Banks
MRSN,Mersana Therapeutics Inc,Common Stock,22.55,$1.54B,Health Care,Biotechnology,Biotechnology
CSGS,CSG Systems International Inc.,Common Stock,47.14,$1.54B,Information Technology,IT Services,Data Processing & Outsourced Services
MMI,Marcus & Millichap Inc,Common Stock,38.99,$1.54B,Real Estate,Real Estate Management & Development,Real Estate Services
GES,Guess ? Inc.,Common Stock,24.12,$1.53B,Consumer Discretionary,Specialty Retail,Apparel Retail
AVO,Mission Produce Inc,Common Stock,21.73,$1.53B,Consumer Staples,Food Products,Packaged Foods & Meats
RBBN,Ribbon Communications Inc,Common Stock,10.53,$1.53B,Information Technology,Communications Equipment,Communications Equipment
PAR,PAR Technology Corp,Common Stock,83.64,$1.53B,Information Technology,"Electronic Equipment, Instruments & Components",Electronic Equipment & Instruments
CBZ,CBIZ Inc,Common Stock,27.87,$1.52B,Industrials,Professional Services,Research & Consulting Services
PFS,Provident Financial Services Inc.,Common Stock,19.59,$1.52B,Financials,Thrifts & Mortgage Finance,Thrifts & Mortgage Finance
TTMI,TTM Technologies Inc,Common Stock,14.21,$1.52B,Information Technology,"Electronic Equipment, Instruments & Components",Electronic Manufacturing Services
UTZ,Utz Brands Inc,Common Stock,25.49,$1.51B,Consumer Staples,Food Products,Packaged Foods & Meats
HTLD,Heartland Express Inc,Common Stock,18.79,$1.51B,Industrials,Road & Rail,Trucking
CODI,Compass Diversified Holdings,Common Stock,23.26,$1.51B,Financials,Diversified Financial Services,Multi-Sector Holdings
GBX,Greenbrier Cos Inc (The),Common Stock,45.98,$1.51B,Industrials,Machinery,Construction Machinery & Heavy Trucks
GBIO,Generation Bio Co,Common Stock,33.29,$1.51B,Health Care,Biotechnology,Biotechnology
OFLX,Omega Flex Inc,Common Stock,150.32,$1.51B,Industrials,Machinery,Industrial Machinery
NXE,NexGen Energy Ltd,Common Stock,4,$1.51B,Energy,"Oil, Gas & Consumable Fuels",Coal & Consumable Fuels
PRIM,Primoris Services Corp,Common Stock,31.3,$1.51B,Industrials,Construction & Engineering,Construction & Engineering
MODN,Model N Inc,Common Stock,42.88,$1.50B,Information Technology,Software,Application Software
BATRA,Liberty Media Corp Braves Group,Common Stock,29.33,$1.50B,Communication Services,Entertainment,Movies & Entertainment
AROC,Archrock Inc,Common Stock,9.81,$1.50B,Energy,Energy Equipment & Services,Oil & Gas Equipment & Services
NRIX,Nurix Therapeutics Inc,Common Stock,38.63,$1.50B,Health Care,Biotechnology,Biotechnology
MARA,Marathon Patent Group Inc,Common Stock,38.48,$1.50B,Information Technology,IT Services,Data Processing & Outsourced Services
HOPE,Hope Bancorp Inc,Common Stock,12.1,$1.50B,Financials,Banks,Regional Banks
TRS,TriMas Corp,Common Stock,34.55,$1.49B,Industrials,Machinery,Industrial Machinery
VERU,Veru Inc,Common Stock,20.73,$1.49B,Consumer Staples,Personal Products,Personal Products
DMTK,DermTech Inc,Common Stock,76.26,$1.49B,Health Care,Biotechnology,Biotechnology
PGEN,Precigen Inc,Common Stock,8.33,$1.49B,Health Care,Biotechnology,Biotechnology
EGBN,Eagle Bancorp Inc,Common Stock,46.86,$1.49B,Financials,Banks,Regional Banks
PIPR,Piper Sandler Cos,Common Stock,107.83,$1.49B,Financials,Capital Markets,Investment Banking & Brokerage
MEI,Methode Electronics Inc,Common Stock,39.64,$1.49B,Information Technology,"Electronic Equipment, Instruments & Components",Electronic Manufacturing Services
UPLD,Upland Software Inc,Common Stock,50.46,$1.49B,Information Technology,Software,Application Software
BATRB,Liberty Media Corp Braves Group,Common Stock,29,$1.49B,Communication Services,Media,Cable & Satellite
ILPT,Industrial Logistics Properties Trust,Common Stock,22.74,$1.48B,Real Estate,Equity Real Estate Investment Trusts (REITs),Industrial REITs
OTRK,Ontrak Inc,Common Stock,85.21,$1.48B,Health Care,Health Care Providers & Services,Health Care Services
HSC,Harsco Corp,Common Stock,18.79,$1.48B,Industrials,Commercial Services & Supplies,Environmental & Facilities Services
IRT,Independence Realty Trust Inc,Common Stock,14.56,$1.48B,Real Estate,Equity Real Estate Investment Trusts (REITs),Residential REITs
PACK,Ranpak Holdings Corp,Common Stock,19.62,$1.48B,Materials,Containers & Packaging,Paper Packaging
ZNTL,Zentalis Pharmaceuticals Inc,Common Stock,36.46,$1.48B,Health Care,Biotechnology,Biotechnology
SBTX,Silverback Therapeutics Inc,Common Stock,44.71,$1.48B,Health Care,Biotechnology,Biotechnology
BTAI,BioXcel Therapeutics Inc,Common Stock,60.89,$1.48B,Health Care,Biotechnology,Biotechnology
CNR,Cornerstone Building Brands Inc,Common Stock,11.79,$1.47B,Industrials,Building Products,Building Products
WMK,Weis Markets Inc.,Common Stock,54.79,$1.47B,Consumer Staples,Food & Staples Retailing,Food Retail
QADA,QAD Inc,Common Stock,71.11,$1.47B,Information Technology,Software,Application Software
MLAB,Mesa Laboratories Inc,Common Stock,287.45,$1.47B,Health Care,Health Care Equipment & Supplies,Health Care Equipment
KNTE,Kinnate Biopharma Inc,Common Stock,35.15,$1.47B,Health Care,Biotechnology,Biotechnology
AAWW,Atlas Air Worldwide Holdings Inc.,Common Stock,56.16,$1.47B,Industrials,Air Freight & Logistics,Air Freight & Logistics
GWB,Great Western Bancorp Inc,Common Stock,26.57,$1.46B,Financials,Banks,Regional Banks
GMS,GMS Inc,Common Stock,34.23,$1.46B,Industrials,Trading Companies & Distributors,Trading Companies & Distributors
BATRK,Liberty Media Corp Braves Group,Common Stock,28.45,$1.46B,Communication Services,Media,Cable & Satellite
ASTE,Astec Industries Inc.,Common Stock,64.46,$1.46B,Industrials,Machinery,Construction Machinery & Heavy Trucks
TSLX,Sixth Street Specialty Lending Inc,Common Stock,21.55,$1.46B,Financials,Capital Markets,Asset Management & Custody Banks
FRG,Franchise Group Inc,Common Stock,36.34,$1.46B,Consumer Discretionary,Diversified Consumer Services,Specialized Consumer Services
SM,SM Energy Co,Common Stock,12.69,$1.45B,Energy,"Oil, Gas & Consumable Fuels",Oil & Gas Exploration & Production
STKL,SunOpta Inc,Common Stock,16.16,$1.45B,Consumer Staples,Food Products,Packaged Foods & Meats
ZOM,Zomedica Corp,Common Stock,2.57,$1.45B,Health Care,Pharmaceuticals,Pharmaceuticals
ARCB,ArcBest Corp,Common Stock,57.04,$1.45B,Industrials,Road & Rail,Trucking
VYGVF,Voyager Digital Ltd,Common Stock,13.876,$1.45B,Information Technology,Software,Application Software
SDC,SmileDirectClub Inc,Common Stock,12.7186,$1.44B,Health Care,Health Care Equipment & Supplies,Health Care Supplies
NFH,New Frontier Health Corp,Common Stock,10.95,$1.44B,Health Care,Health Care Providers & Services,Health Care Facilities
STC,Stewart Information Services Corp,Common Stock,53.76,$1.44B,Financials,Insurance,Property & Casualty Insurance
ROAD,Construction Partners inc,Common Stock,27.69,$1.44B,Industrials,Construction & Engineering,Construction & Engineering
ATRA,Atara Biotherapeutics Inc,Common Stock,18.59,$1.44B,Health Care,Biotechnology,Biotechnology
SSP,Scripps (E.W.) Co (The),Common Stock,17.51,$1.43B,Communication Services,Media,Broadcasting
GIII,G III Apparel Group Ltd,Common Stock,29.56,$1.43B,Consumer Discretionary,"Textiles, Apparel & Luxury Goods","Apparel, Accessories & Luxury Goods"
MRTN,Marten Transport Ltd,Common Stock,17.2,$1.42B,Industrials,Road & Rail,Trucking
MTRN,Materion Corp,Common Stock,69.76,$1.42B,Materials,Metals & Mining,Diversified Metals & Mining
BRMK,Broadmark Realty Capital Inc,Common Stock,10.72,$1.42B,Financials,Mortgage Real Estate Investment Trusts (REITs),Mortgage REITs
